month,PM2.5,PM10,SO2,NO2,CO,O3
7,128,128,5,27,1100,136
7,138,138,5,26,1200,121
7,134,134,4,27,1100,106
7,127,127,2,27,1000,88
7,174,174,2,38,1300,48
7,248,248,2,25,1400,69
7,239,239,2,26,1400,60
7,232,232,2,29,1300,52
7,181,181,2,30,1200,47
7,166,166,4,25,1200,76
7,144,144,5,24,1200,112
7,106,106,9,23,1200,140
7,104,104,9,21,1200,173
7,109,109,8,17,1300,200
7,108,108,7,16,1300,222
7,116,116,6,17,1400,232
7,110,110,7,19,1400,238
7,102,102,6,18,1300,242
7,108,108,4,21,1400,234
7,101,122,4,23,1100,215
7,109,109,6,25,1000,212
7,76,76,6,27,900,142
7,53,53,4,33,700,85
7,50,50,4,40,800,61
7,60,95,4,36,800,59
7,90,109,5,26,900,66
7,113,118,4,23,900,65
7,116,116,3,24,1000,62
7,107,107,2,18,900,73
7,115,115,2,20,900,57
7,117,117,2,20,1000,59
7,119,119,2,35,1300,29
7,112,112,4,34,1600,43
7,106,106,7,29,1200,68
7,114,114,6,19,1000,108
7,102,102,7,24,1100,123
7,91,91,6,26,1000,156
7,84,84,6,22,800,198
7,91,91,5,17,700,243
7,79,79,5,12,700,258
7,75,75,5,16,600,263
7,87,87,4,20,700,266
7,80,80,5,21,800,248
7,83,83,4,22,800,226
7,85,85,3,20,800,216
7,84,84,4,25,900,216
7,91,91,5,26,1000,212
7,107,107,6,31,1200,201
7,95,95,7,25,1000,183
7,81,81,8,26,900,132
7,69,69,6,30,900,99
7,51,51,6,25,700,95
7,50,60,3,27,800,63
7,54,79,3,39,800,42
7,65,73,4,66,1000,15
7,75,97,6,64,1200,27
7,85,111,7,68,1200,42
7,100,115,8,52,1100,105
7,101,103,7,43,1100,153
7,105,105,5,28,900,206
7,90,90,4,16,700,251
7,74,74,5,12,700,248
7,62,62,4,11,600,232
7,41,49,4,15,500,214
7,42,64,4,19,600,220
7,47,53,4,23,700,224
7,51,65,4,28,800,220
7,66,96,4,28,1000,219
7,80,92,6,34,1200,204
7,85,130,6,45,1400,165
7,91,91,9,26,2000,163
7,88,97,9,27,1900,141
7,92,101,8,32,1800,119
7,91,91,9,25,1300,121
7,98,98,8,32,1400,95
7,105,105,7,40,1600,73
7,145,200,4,46,1600,43
7,129,129,3,37,1300,44
7,120,120,5,41,1300,48
7,114,114,9,40,1300,76
7,119,119,11,39,1400,103
7,124,124,13,37,1400,147
7,123,123,14,32,1400,204
7,116,116,11,20,1100,252
7,118,118,8,14,900,268
7,114,114,5,12,800,258
7,106,106,5,12,700,246
7,95,107,4,14,700,248
7,111,128,5,27,800,245
7,121,132,5,26,900,248
7,122,189,6,31,1000,246
7,103,103,10,32,1000,207
7,85,85,10,35,1000,167
7,75,75,9,39,1000,135
7,73,75,9,43,1000,112
7,61,70,6,36,900,99
7,64,127,6,52,900,37
7,56,65,3,33,600,38
7,62,62,3,29,800,34
7,60,60,3,29,900,39
7,69,69,4,38,1100,30
7,69,69,4,47,1300,21
7,84,84,6,45,1300,30
7,96,96,7,50,1500,41
7,104,104,8,50,1800,57
7,112,112,10,43,1700,103
7,128,128,10,44,1800,141
7,130,130,12,39,1900,189
7,132,132,10,27,1700,239
7,122,122,7,22,1300,241
7,117,117,7,20,1100,239
7,110,110,5,23,1000,227
7,101,101,5,24,1000,222
7,105,114,5,28,1000,215
7,116,182,4,33,1100,213
7,101,101,3,36,900,159
7,52,52,5,38,600,100
7,47,47,5,42,600,71
7,46,46,4,52,600,41
7,46,54,4,60,700,17
7,58,58,4,61,800,9
7,66,71,4,58,700,10
7,62,62,3,54,600,11
7,65,65,3,42,700,12
7,69,69,3,37,700,16
7,77,77,4,40,700,19
7,88,88,4,37,800,32
7,94,94,6,34,800,65
7,103,103,6,34,1000,110
7,103,103,7,34,1000,168
7,106,106,6,31,900,209
7,98,98,6,19,800,228
7,83,83,4,15,600,212
7,76,83,5,15,600,212
7,76,85,6,17,600,218
7,92,92,5,18,700,218
7,83,83,4,22,600,197
7,89,89,3,22,700,196
7,91,111,4,29,800,184
7,91,119,3,28,800,162
7,80,99,3,26,700,124
7,67,73,3,25,600,96
7,74,74,3,28,600,77
7,90,90,4,27,600,67
7,98,98,3,28,700,62
7,109,109,3,39,800,35
7,122,122,3,42,800,33
7,130,130,3,49,800,30
7,124,129,4,62,900,31
7,135,136,4,65,900,53
7,145,145,5,61,900,89
7,143,143,5,52,1000,146
7,94,94,6,26,700,214
7,52,52,5,15,500,193
7,49,49,6,13,500,196
7,45,45,7,13,500,190
7,62,62,9,15,600,207
7,80,80,10,18,800,228
7,81,81,10,19,800,216
7,83,83,11,24,800,215
7,74,74,10,25,700,192
7,64,78,8,33,600,148
7,59,96,4,26,400,137
7,44,58,3,26,400,115
7,37,63,3,25,400,104
7,36,54,4,26,400,91
7,47,64,9,26,500,81
7,57,73,7,29,500,73
7,66,70,6,26,500,74
7,75,86,6,29,500,64
7,81,90,6,37,600,51
7,91,96,7,42,700,50
7,102,110,7,50,800,52
7,100,100,9,49,800,73
7,102,102,11,39,800,105
7,103,103,11,24,700,136
7,94,94,14,17,800,158
7,91,91,12,16,600,187
7,86,90,11,14,600,197
7,111,111,12,16,600,221
7,106,106,11,16,500,212
7,114,114,7,17,500,212
7,120,120,10,20,600,217
7,133,133,9,23,600,215
7,117,117,8,26,600,184
7,94,94,6,29,500,153
7,88,88,4,33,600,136
7,57,57,6,28,400,122
7,43,44,6,26,400,106
7,33,66,7,27,400,92
7,37,52,6,29,400,82
7,45,57,6,24,500,94
7,47,63,7,28,600,72
7,48,69,7,35,600,57
7,51,77,6,46,600,49
7,57,91,5,56,700,34
7,36,85,2,26,600,59
7,27,27,2,26,600,55
7,24,29,2,28,600,54
7,14,14,2,23,500,67
7,7,17,2,22,500,73
7,12,12,2,23,500,88
7,11,11,2,23,500,86
7,5,5,2,20,400,101
7,11,11,2,21,400,114
7,11,11,2,20,300,125
7,8,8,2,22,300,116
7,10,10,2,32,300,95
7,12,17,2,34,400,75
7,14,14,2,43,400,58
7,13,31,2,43,400,48
7,15,17,2,33,400,50
7,10,10,2,35,400,43
7,15,15,2,59,400,13
7,25,25,2,69,500,2
7,28,28,2,64,500,2
7,22,22,2,54,500,5
7,19,31,2,51,500,6
7,24,34,2,55,500,7
7,24,24,2,50,600,22
7,28,28,3,28,600,64
7,23,23,2,23,400,87
7,16,16,2,16,400,120
7,22,22,2,14,300,137
7,18,18,2,9,200,146
7,17,17,2,12,200,166
7,13,13,2,18,200,189
7,22,22,2,19,200,204
7,27,27,2,26,200,216
7,25,25,2,31,200,213
7,28,44,2,37,200,187
7,39,63,2,37,300,190
7,46,64,2,39,400,189
7,24,36,2,46,500,120
7,15,46,3,54,600,105
7,30,74,3,45,600,113
7,41,41,5,36,600,119
7,30,30,4,25,400,100
7,23,23,4,27,400,93
7,23,36,3,35,500,70
7,27,69,3,53,600,33
7,36,96,4,84,800,5
7,59,117,6,96,1200,4
7,58,58,11,93,1300,30
7,43,89,10,93,1200,46
7,53,84,9,82,1300,71
7,55,55,9,76,1200,104
7,52,52,8,71,1100,129
7,38,38,7,29,700,146
7,30,30,4,23,500,126
7,23,70,4,24,600,139
7,26,38,4,25,600,146
7,35,57,4,26,800,176
7,33,33,3,31,700,131
7,30,59,3,27,700,129
7,51,193,2,39,1100,113
7,63,81,2,38,1200,94
7,69,69,2,43,1100,66
7,71,71,2,30,900,70
7,80,80,2,27,1000,70
7,81,81,2,26,1000,72
7,57,57,2,12,700,89
7,38,38,2,7,600,79
7,36,36,2,10,600,76
7,29,29,2,15,500,82
7,30,30,2,21,500,76
7,30,30,2,34,600,64
7,34,34,2,31,600,60
7,37,37,2,26,600,70
7,35,35,2,19,600,93
7,37,37,2,24,700,87
7,35,35,2,26,600,98
7,40,41,2,35,600,80
7,46,46,2,36,700,74
7,42,42,2,37,700,73
7,35,35,2,36,600,70
7,35,35,2,39,700,72
7,32,32,2,43,700,63
7,39,39,2,38,700,66
7,40,40,2,34,600,66
7,42,49,2,45,700,42
7,47,47,2,46,700,38
7,53,53,2,45,600,43
7,47,47,2,45,600,40
7,42,42,2,40,600,39
7,38,38,2,22,500,60
7,41,41,2,59,500,15
7,44,44,2,62,500,15
7,38,38,2,50,500,28
7,36,36,2,45,600,37
7,31,49,2,36,600,38
7,35,38,2,32,800,42
7,32,32,2,28,700,49
7,44,44,2,30,700,60
7,43,44,2,37,700,59
7,45,45,2,30,700,84
7,49,49,2,32,700,98
7,39,39,2,34,700,104
7,38,38,4,37,700,98
7,48,48,4,44,900,95
7,40,40,4,45,800,91
7,40,40,2,44,900,82
7,46,53,2,54,900,62
7,49,49,2,55,1000,62
7,53,80,2,64,1000,44
7,63,69,2,71,1000,17
7,58,72,2,86,1100,3
7,59,60,2,84,1100,5
7,62,74,2,68,900,11
7,62,78,2,67,900,6
7,57,70,2,70,1000,2
7,53,53,2,71,900,2
7,58,58,2,56,900,20
7,70,110,2,50,900,28
7,85,91,3,49,1000,42
7,92,92,4,34,1000,88
7,89,89,5,21,1000,144
7,84,84,5,18,900,187
7,91,91,3,21,900,236
7,102,102,3,29,1000,249
7,116,116,3,31,1000,276
7,123,123,3,29,1000,293
7,89,89,3,29,900,249
7,81,81,2,28,900,211
7,88,88,2,30,900,199
7,93,108,2,33,1000,172
7,95,95,2,33,900,155
7,97,97,2,41,900,129
7,93,93,2,40,900,114
7,106,106,2,60,1100,72
7,126,126,2,54,1100,70
7,113,113,2,47,1000,72
7,93,93,3,47,1000,50
7,121,136,2,105,1200,2
7,123,123,3,98,1500,3
7,120,120,4,93,1600,7
7,102,102,6,81,1400,30
7,101,101,8,62,1200,75
7,95,95,7,57,1200,101
7,107,107,6,44,1200,135
7,105,105,6,38,1100,150
7,105,105,2,33,1000,156
7,96,96,2,43,1100,129
7,102,102,2,47,1100,151
7,104,104,2,39,1000,163
7,96,96,2,43,900,145
7,95,95,2,57,1100,137
7,100,100,2,65,1200,124
7,95,95,2,58,1100,126
7,97,97,2,65,1100,95
7,74,74,4,49,900,94
7,63,63,4,63,900,60
7,72,72,4,59,900,47
7,71,71,3,57,700,37
7,86,101,2,46,700,46
7,114,114,2,40,800,51
7,115,115,2,47,800,33
7,153,153,2,33,1100,55
7,164,164,2,43,1400,32
7,160,160,2,56,1800,14
7,156,156,2,61,1900,7
7,145,145,2,54,1800,20
7,103,103,2,49,1100,26
7,95,95,2,41,1000,41
7,78,78,2,38,1000,62
7,57,57,2,37,900,63
7,60,60,2,44,1000,49
7,67,67,2,38,1000,57
7,60,60,2,41,1000,59
7,63,63,2,43,1100,53
7,78,78,2,53,1200,34
7,96,96,2,43,1100,52
7,98,98,2,48,1200,33
7,90,90,2,48,1000,28
7,102,102,2,46,1300,40
7,102,102,2,35,1200,53
7,103,103,2,41,1200,38
7,95,95,2,44,1200,24
7,90,90,2,30,1100,46
7,67,67,2,25,700,33
7,65,65,2,23,600,55
7,58,58,2,30,700,46
7,56,56,2,27,700,44
7,53,53,2,23,700,54
7,47,47,2,17,700,63
7,36,36,2,17,600,61
7,12,12,2,14,500,68
7,17,17,2,13,500,69
7,14,14,2,15,500,65
7,19,19,2,15,400,63
7,3,5,2,13,400,65
7,8,8,2,15,400,64
7,11,11,2,17,400,60
7,6,6,2,16,400,63
7,8,8,2,14,400,64
7,10,10,2,15,500,62
7,12,12,2,17,500,55
7,10,10,2,16,500,54
7,10,10,2,15,500,53
7,5,5,2,15,500,51
7,9,9,2,17,500,48
7,7,7,2,16,500,48
7,6,6,2,19,500,44
7,5,5,2,17,500,45
7,6,7,2,20,600,37
7,12,18,2,34,600,17
7,15,26,2,34,600,21
7,11,11,2,29,600,29
7,12,12,2,27,600,33
7,10,10,2,16,600,44
7,14,35,2,10,600,47
7,29,29,2,11,700,49
7,30,43,2,13,700,41
7,27,27,2,14,800,41
7,36,36,2,12,800,74
7,45,45,2,14,900,75
7,55,55,2,19,900,69
7,49,49,2,20,900,61
7,48,48,2,24,1000,54
7,55,55,2,33,1100,24
7,60,60,2,33,1100,18
7,65,65,2,34,1200,9
7,78,78,2,33,1000,13
7,84,84,2,35,1000,4
7,93,93,2,34,1000,2
7,92,92,2,33,1100,2
7,88,88,2,26,1000,2
7,93,93,2,25,1000,2
7,95,95,2,27,1100,4
7,105,105,2,21,1000,32
7,101,101,2,25,1100,40
7,103,103,2,21,1100,75
7,87,87,2,20,1000,107
7,97,97,2,20,1000,135
7,96,96,2,20,1000,144
7,97,97,2,20,1100,194
7,80,80,2,12,800,183
7,65,65,2,12,800,176
7,49,49,2,11,800,172
7,49,49,2,12,800,151
7,51,51,2,13,800,133
7,52,52,2,12,800,124
7,66,66,2,13,900,121
7,97,97,2,16,1000,111
7,116,116,2,21,1000,95
7,129,129,2,24,900,79
7,139,139,2,20,900,88
7,138,138,2,25,900,66
7,136,136,2,25,900,55
7,135,135,2,24,900,40
7,128,128,2,38,1000,8
7,121,121,2,45,1100,2
7,124,124,2,48,1100,2
7,123,123,2,45,1200,3
7,134,134,2,46,1300,9
7,147,147,2,35,1200,55
7,157,157,2,33,1100,110
7,152,152,2,32,1100,153
7,151,151,2,22,1200,215
7,155,155,2,18,1200,229
7,167,167,2,15,1300,236
7,177,177,2,15,1400,196
7,157,157,2,15,1200,186
7,163,163,2,19,1400,188
7,172,172,2,20,1400,192
7,199,199,2,24,1500,186
7,93,93,2,20,900,145
7,36,36,2,22,600,112
7,37,37,2,32,800,68
7,39,39,2,31,800,58
7,42,42,2,34,700,37
7,45,45,3,29,600,36
7,44,44,2,33,700,29
7,37,37,2,31,600,28
7,37,37,2,36,600,21
7,45,45,2,35,600,19
7,44,48,2,27,700,27
7,46,46,2,28,700,45
7,47,52,2,22,700,78
7,68,77,2,17,700,118
7,74,81,2,19,800,159
7,80,82,2,15,800,191
7,95,106,2,15,900,231
7,106,106,2,17,900,262
7,116,116,2,18,900,289
7,131,131,2,20,1000,253
7,125,125,2,18,1000,176
7,129,129,2,22,1100,145
7,66,66,2,38,1000,89
7,73,73,2,41,1100,57
7,82,82,2,44,1000,43
7,73,73,2,38,900,47
7,55,55,2,39,800,48
7,65,65,2,53,1000,19
7,51,51,2,35,1000,46
7,51,51,2,30,900,45
7,48,48,2,18,800,47
7,55,55,2,29,900,25
7,59,59,2,25,900,23
7,60,60,2,23,1000,27
7,54,54,2,23,900,33
7,43,43,2,26,900,31
7,46,450,2,30,900,33
7,41,41,2,30,900,44
7,43,43,2,28,700,76
7,49,49,2,32,800,76
7,29,108,2,2,700,182
7,46,58,2,5,700,184
7,18,18,2,17,200,128
7,29,75,2,31,300,165
7,35,75,2,32,400,173
7,31,58,2,30,400,149
7,31,51,2,31,400,120
7,31,50,2,40,400,91
7,29,53,2,46,500,65
7,40,50,2,49,500,50
7,45,68,2,77,700,5
7,54,54,2,61,700,7
7,37,37,2,47,600,24
7,33,35,2,46,800,32
7,31,35,2,36,1500,56
7,38,47,2,38,800,78
7,40,48,2,33,1200,121
7,39,42,2,29,600,154
7,38,44,2,30,700,190
7,45,48,2,31,700,241
7,65,80,2,40,900,325
7,81,92,2,34,800,307
7,48,58,2,26,700,233
7,47,71,2,38,800,214
7,73,116,3,116,900,138
7,106,133,2,70,1000,203
7,84,91,2,33,600,178
7,23,23,2,42,500,125
7,19,19,2,65,600,76
7,7,18,2,58,700,69
7,17,17,2,51,600,69
7,18,18,2,53,500,56
7,17,17,2,46,500,61
7,18,18,2,52,500,46
7,18,18,2,61,500,33
7,16,16,2,60,500,27
7,19,19,2,67,500,25
7,22,22,2,68,500,26
7,29,31,2,55,600,39
7,30,30,2,41,600,64
7,23,36,2,48,600,74
7,28,29,2,49,700,100
7,36,42,2,48,700,136
7,52,66,2,42,700,180
7,73,90,2,39,900,247
7,80,84,2,31,700,259
7,68,68,2,24,700,221
7,53,56,2,28,700,191
7,59,76,2,34,800,187
7,80,80,2,39,1000,166
7,89,96,2,40,1100,158
7,101,104,2,39,1100,149
7,117,117,2,47,1200,127
7,122,122,2,61,1300,88
7,107,107,2,107,1300,11
7,100,100,2,108,1200,21
7,79,79,2,60,700,58
7,76,76,2,59,700,52
7,90,90,2,69,700,42
7,92,92,2,77,800,33
7,112,112,2,91,1000,21
7,135,135,2,91,1400,32
7,133,133,2,65,1200,69
7,118,118,2,54,1200,91
7,149,149,2,46,1200,136
7,133,133,2,41,1200,181
7,139,139,2,38,1300,229
7,140,140,3,37,1500,267
7,142,142,2,40,1500,263
7,140,140,2,41,1400,264
7,140,140,2,45,1500,257
7,139,139,2,54,1600,233
7,143,143,2,52,2000,213
7,134,134,2,45,2200,201
7,110,110,2,36,1600,187
7,102,102,2,34,1200,160
7,119,119,2,40,1200,121
7,124,124,2,35,1100,116
7,134,134,2,32,1100,101
7,128,128,2,31,1100,66
7,129,129,2,34,1200,58
7,123,123,2,40,1300,44
7,130,130,2,46,1500,45
7,162,162,2,46,1500,59
7,208,208,2,52,1600,67
7,225,225,2,52,2500,56
7,228,228,2,45,2200,74
7,219,219,2,41,2200,94
7,226,226,2,41,2200,100
7,235,235,2,48,2300,105
7,223,223,2,63,2300,83
7,227,227,2,62,2300,78
7,116,116,2,48,1300,99
7,38,38,2,75,900,87
7,43,43,2,75,900,76
7,45,45,2,72,900,69
7,49,49,2,84,900,52
7,55,55,2,71,800,49
7,45,45,2,41,800,85
7,26,26,2,28,600,111
7,41,41,2,44,700,79
7,38,38,2,54,1100,53
7,51,51,2,45,1100,54
7,60,60,2,58,1000,42
7,72,72,2,57,1700,39
7,65,65,2,70,1600,22
7,51,51,2,62,1200,38
7,65,65,2,56,1200,56
7,73,73,2,54,1200,61
7,81,81,2,54,1300,84
7,75,75,2,38,1000,107
7,32,32,2,39,800,110
7,28,28,2,47,800,106
7,31,31,2,45,700,116
7,33,33,2,44,800,126
7,59,59,2,56,900,114
7,62,62,2,69,1000,86
7,56,56,2,72,1100,60
7,64,64,2,69,1000,53
7,59,59,2,61,900,54
8,49,49,2,83,900,27
8,81,81,2,69,900,30
8,66,66,2,65,900,44
8,59,59,2,63,900,40
8,60,60,2,51,800,58
8,70,70,2,49,800,65
8,77,77,2,47,900,66
8,71,71,2,61,900,36
8,62,62,2,64,900,24
8,39,39,2,52,800,30
8,43,43,4,24,800,125
8,64,64,3,23,1100,156
8,56,56,2,14,1000,178
8,51,51,3,16,1000,197
8,61,61,3,20,1300,203
8,57,57,3,21,1300,204
8,75,75,2,36,1700,185
8,88,88,2,38,2000,176
8,89,89,2,39,1900,149
8,79,79,2,38,1700,129
8,101,101,2,46,2100,102
8,136,136,2,60,2500,67
8,145,145,2,57,2400,58
8,95,95,2,94,1600,2
8,67,67,2,61,1100,6
8,51,51,2,56,1100,7
8,64,64,2,44,1200,29
8,67,67,2,56,1300,31
8,76,76,2,47,1300,66
8,51,51,2,32,900,94
8,35,35,2,15,500,116
8,12,12,2,11,300,163
8,22,22,2,12,300,173
8,23,23,2,15,300,172
8,22,22,2,18,300,180
8,27,27,2,26,400,184
8,35,35,2,37,600,167
8,37,37,2,41,700,138
8,36,36,2,32,700,127
8,30,30,2,36,700,117
8,39,39,2,36,800,119
8,44,44,2,33,800,115
8,53,53,2,34,800,100
8,68,68,2,43,1000,84
8,53,53,2,47,1000,59
8,53,53,2,69,800,17
8,34,34,2,80,700,2
8,55,55,2,64,800,2
8,98,98,2,62,1300,9
8,102,102,2,38,1100,58
8,83,83,2,33,900,83
8,71,71,2,26,800,136
8,54,54,2,23,800,177
8,44,44,2,19,700,203
8,39,39,2,15,600,221
8,42,42,2,16,600,233
8,35,35,2,14,400,214
8,22,22,2,17,400,217
8,44,44,2,27,600,264
8,59,59,2,29,700,283
8,49,49,2,30,700,230
8,35,35,2,32,700,175
8,51,51,2,34,1100,164
8,58,58,2,33,1000,155
8,60,60,2,36,900,131
8,71,71,2,34,1100,126
8,73,73,2,24,1200,145
8,78,78,2,23,900,113
8,86,86,2,23,900,102
8,87,87,2,52,1000,45
8,118,118,2,67,1200,10
8,140,140,2,60,1500,29
8,140,140,2,64,1600,42
8,156,156,2,59,1600,74
8,153,153,2,60,1700,118
8,129,129,2,56,1800,177
8,142,142,2,39,1700,259
8,130,130,2,32,1800,303
8,119,119,2,25,1700,301
8,118,118,2,27,1600,282
8,117,117,2,30,1500,271
8,99,99,2,28,1400,247
8,93,93,2,29,1400,216
8,97,97,2,30,1500,195
8,108,108,2,28,1600,179
8,112,112,2,30,1500,141
8,71,71,2,27,1000,115
8,47,47,2,23,800,105
8,40,40,2,23,700,95
8,38,38,2,30,600,69
8,52,52,2,30,700,53
8,68,68,2,31,1200,41
8,72,72,2,30,1600,39
8,65,65,2,51,800,11
8,78,78,2,45,900,10
8,87,87,2,49,1000,14
8,83,83,2,36,900,48
8,62,62,2,25,800,83
8,58,58,3,19,700,116
8,54,54,3,18,700,144
8,51,51,2,16,600,160
8,48,48,2,17,500,179
8,47,47,2,15,600,198
8,46,46,2,16,600,209
8,48,48,2,20,500,213
8,55,55,2,22,700,197
8,59,59,2,20,700,194
8,56,56,2,21,700,187
8,92,92,2,33,900,146
8,105,105,2,33,900,136
8,101,101,2,31,800,122
8,103,103,2,33,800,105
8,108,108,2,38,800,77
8,113,113,3,42,800,58
8,120,120,2,36,800,41
8,108,108,2,76,1000,2
8,116,116,3,73,1100,2
8,137,137,3,73,1100,2
8,138,138,3,79,1200,22
8,137,137,3,72,1100,62
8,129,129,3,58,1100,115
8,101,101,4,32,1000,181
8,85,85,3,17,900,198
8,87,87,3,18,800,208
8,94,94,3,23,900,178
8,98,98,3,27,900,179
8,99,99,3,22,900,195
8,99,99,4,22,900,196
8,93,93,3,25,900,181
8,94,94,3,30,900,144
8,106,106,2,27,800,142
8,109,109,2,30,900,123
8,25,25,2,12,500,137
8,18,18,2,12,500,116
8,12,12,2,21,500,87
8,13,13,2,29,500,65
8,18,18,2,27,500,62
8,21,21,2,26,500,63
8,19,19,2,17,500,86
8,17,17,2,14,500,101
8,7,7,2,21,600,88
8,22,22,2,25,500,76
8,13,13,2,27,600,65
8,14,14,2,25,600,70
8,13,13,2,19,600,77
8,24,24,2,22,700,89
8,26,26,2,15,600,117
8,20,20,2,11,500,141
8,15,15,2,11,500,152
8,15,15,3,11,400,143
8,14,14,3,12,400,139
8,14,14,3,15,500,148
8,22,22,2,26,2400,146
8,24,24,2,36,700,117
8,26,26,2,42,700,96
8,31,31,2,44,800,75
8,29,29,2,42,700,71
8,31,31,2,56,700,45
8,32,32,2,57,800,35
8,55,55,2,31,900,48
8,45,45,2,55,900,5
8,47,47,2,54,900,9
8,57,57,2,52,1000,5
8,49,49,2,33,800,28
8,25,25,2,29,600,55
8,21,21,2,22,600,91
8,25,25,2,15,500,120
8,22,22,2,11,400,131
8,13,13,2,16,400,144
8,19,19,2,15,400,163
8,17,17,2,15,400,175
8,27,27,2,17,400,189
8,20,20,2,20,400,185
8,19,19,2,24,500,169
8,25,25,2,27,500,151
8,29,29,2,38,900,153
8,38,38,2,35,1200,162
8,37,37,3,36,1400,153
8,48,48,3,39,1300,126
8,30,30,4,38,1100,121
8,35,35,4,52,1100,85
8,36,36,2,64,1000,48
8,32,32,2,75,900,22
8,29,29,2,93,900,2
8,33,33,2,77,800,15
8,35,35,2,68,800,21
8,42,42,2,80,1000,9
8,55,55,2,64,1100,43
8,55,55,4,41,1000,82
8,36,36,9,33,1100,116
8,40,40,8,40,1100,136
8,47,47,7,40,1000,164
8,47,47,11,37,1300,207
8,46,46,13,29,1500,253
8,49,49,9,27,1400,255
8,44,44,6,29,1500,244
8,61,61,4,35,1600,226
8,60,60,2,44,1300,175
8,44,44,2,28,900,145
8,33,33,2,26,700,118
8,45,45,2,26,900,114
8,52,52,2,23,900,112
8,65,65,2,31,1000,90
8,37,37,2,25,800,96
8,47,47,2,20,700,101
8,71,71,2,22,800,82
8,103,103,2,38,900,42
8,107,107,2,42,1000,43
8,107,107,2,44,1000,54
8,92,92,2,35,900,91
8,69,69,2,28,800,112
8,68,68,2,20,700,137
8,63,63,2,14,700,157
8,65,65,2,12,700,166
8,64,64,3,16,800,171
8,75,75,3,14,800,192
8,81,81,3,15,800,191
8,76,76,2,15,700,185
8,93,93,2,16,800,182
8,98,98,2,24,700,169
8,94,94,2,24,800,160
8,86,86,2,19,800,141
8,76,76,2,22,700,117
8,67,67,2,21,700,107
8,63,63,2,16,600,109
8,70,70,2,17,600,98
8,70,70,2,20,600,83
8,72,72,2,22,700,71
8,76,76,2,21,600,65
8,79,79,2,21,700,57
8,84,84,2,28,800,41
8,87,87,2,37,800,27
8,91,91,2,34,800,37
8,93,93,3,41,1000,49
8,99,99,3,42,1100,70
8,99,99,5,37,1100,113
8,82,82,6,19,1000,163
8,68,68,7,14,900,200
8,82,82,6,15,800,217
8,80,80,5,13,900,216
8,93,93,4,18,1000,200
8,100,100,5,20,1100,188
8,107,107,5,21,1100,195
8,96,96,4,20,1000,187
8,75,75,2,25,700,157
8,78,78,2,27,800,136
8,76,76,2,40,800,99
8,74,74,2,39,700,79
8,72,72,2,38,700,76
8,74,74,2,33,700,67
8,82,82,2,45,700,31
8,84,84,2,35,700,21
8,102,102,2,36,900,20
8,114,114,2,42,1100,23
8,117,117,2,41,1200,46
8,124,124,2,39,1200,72
8,129,129,2,44,1200,108
8,100,100,2,32,1000,114
8,70,70,2,32,1000,113
8,17,17,2,27,800,82
8,13,13,2,31,800,77
8,10,10,2,26,700,93
8,8,8,2,28,700,88
8,15,15,2,22,700,92
8,18,18,2,25,700,78
8,21,21,2,36,700,64
8,20,20,2,44,600,44
8,19,19,2,42,600,38
8,22,22,2,48,600,30
8,24,24,2,49,600,22
8,24,24,2,56,700,9
8,28,28,2,62,700,2
8,29,29,2,63,700,2
8,28,28,2,62,800,2
8,22,22,2,58,800,2
8,26,26,2,43,800,5
8,17,17,2,35,600,11
8,22,22,2,38,800,13
8,26,26,2,36,700,16
8,24,24,2,42,700,9
8,22,22,2,40,700,24
8,30,30,2,56,900,16
8,37,37,3,54,900,26
8,37,37,4,47,900,40
8,31,31,6,34,800,70
8,24,24,6,35,700,84
8,19,19,5,50,600,48
8,14,14,4,42,600,50
8,12,12,2,51,500,38
8,14,14,2,62,500,27
8,16,16,2,40,400,49
8,10,10,2,37,400,51
8,8,8,2,47,400,38
8,13,13,2,62,400,17
8,12,12,2,50,400,25
8,12,12,2,47,400,29
8,14,14,2,49,400,9
8,14,14,2,51,500,2
8,16,16,3,43,600,8
8,19,19,4,33,700,19
8,15,15,5,30,600,27
8,20,20,5,32,600,38
8,22,22,3,26,500,69
8,6,6,2,14,300,112
8,12,12,2,16,300,148
8,12,12,2,18,300,176
8,4,4,2,23,200,188
8,15,15,2,25,200,200
8,18,18,2,36,400,234
8,33,33,2,53,500,218
8,31,31,2,54,500,212
8,35,35,2,59,700,177
8,41,41,2,73,800,122
8,50,50,2,81,1000,88
8,52,52,3,65,1300,116
8,69,69,3,70,1300,96
8,41,41,2,106,800,2
8,47,47,2,103,900,2
8,73,73,2,104,1200,2
8,78,78,2,82,1200,7
8,8,8,2,9,300,80
8,14,14,2,9,400,82
8,15,15,2,29,700,60
8,20,20,2,29,600,62
8,13,13,2,26,600,71
8,6,6,2,19,500,85
8,7,7,2,18,500,82
8,13,13,2,14,500,92
8,10,10,2,12,400,101
8,18,18,2,9,400,106
8,5,5,2,7,300,109
8,9,9,2,9,300,104
8,4,4,2,11,300,100
8,6,6,2,14,300,96
8,10,10,2,29,400,87
8,16,16,2,35,400,80
8,14,14,2,31,400,66
8,14,14,2,36,500,55
8,13,13,2,42,500,43
8,12,12,2,41,500,33
8,18,18,2,70,600,2
8,28,28,2,61,600,2
8,22,22,2,53,500,2
8,22,22,2,56,500,2
8,16,16,2,47,400,15
8,19,19,2,35,400,38
8,23,23,2,27,400,60
